cabinet,rack,slot,module,channel,plc_address,wois_address,tag,description,sensor_code,sensor_type,range,unit,scale,deadband,limit,event,tested,note,derived_from
CFE,A2,7,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,0,IW372,"DB102,INT496",SCA0_1TE7101APV,Cylinder liner temp. cyl. A10 sensor 1,TE7101A,NiCrNi,0-200,°C,1,,,MEAS,ok,,
CFE,A2,7,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M122.7 DB300,X27.7",SCA0_1TE7101ASF,,,,,,,,,SF,ok,,SCA0_1TE7101APV
CFE,A2,7,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M177.6 DB300,X80.6",SCA0_1TE7101AAH,,,,,,,,160+5s,AH,ok,,SCA0_1TE7101APV
CFE,A2,7,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M199.1 DB300,X102.1",SCA0_1TE7101ASDH,,,,,,,,180+1s,SDH,ok,,SCA0_1TE7101APV
CFE,A2,7,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,1,IW374,"DB102,INT500",SCA0_1TE7102APV,Cylinder liner temp. cyl. A10 sensor 2,TE7102A,NiCrNi,0-200,°C,1,,,MEAS,ok,,
CFE,A2,7,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M123.1 DB300,X26.1",SCA0_1TE7102ASF,,,,,,,,,SF,ok,,SCA0_1TE7102APV
CFE,A2,7,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M178.0 DB300,X83.0",SCA0_1TE7102AAH,,,,,,,,160+5s,AH,ok,,SCA0_1TE7102APV
CFE,A2,7,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M199.3 DB300,X102.3",SCA0_1TE7102ASDH,,,,,,,,180+1s,SDH,ok,,SCA0_1TE7102APV
CFE,A2,7,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,2,IW376,"DB102,INT498",SCA0_1TE7101BPV,Cylinder liner temp. cyl. B10 sensor 1,TE7101B,NiCrNi,0-200,°C,1,,,MEAS,ok,,
CFE,A2,7,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M123.0 DB300,X26.0",SCA0_1TE7101BSF,,,,,,,,,SF,ok,,SCA0_1TE7101BPV
CFE,A2,7,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M177.7 DB300,X80.7",SCA0_1TE7101BAH,,,,,,,,160+5s,AH,ok,,SCA0_1TE7101BPV
CFE,A2,7,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M199.2 DB300,X102.2",SCA0_1TE7101BSDH,,,,,,,,180+1s,SDH,ok,,SCA0_1TE7101BPV
CFE,A2,7,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,3,IW378,"DB102,INT502",SCA0_1TE7102BPV,Cylinder liner temp. cyl. B10 sensor 2,TE7102B,NiCrNi,0-200,°C,1,,,MEAS,ok,,
CFE,A2,7,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M123.2 DB300,X26.2",SCA0_1TE7102BSF,,,,,,,,,SF,ok,,SCA0_1TE7102BPV
CFE,A2,7,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M178.1 DB300,X83.1",SCA0_1TE7102BAH,,,,,,,,160+5s,AH,ok,,SCA0_1TE7102BPV
CFE,A2,7,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M199.4 DB300,X102.4",SCA0_1TE7102BSDH,,,,,,,,180+1s,SDH,ok,,SCA0_1TE7102BPV
CFE,A2,8,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,0,IW388,"DB102,INT230",SCA0_1E001PV,"Vibration, base frame sensor 1",,4-20 mA,0-36 mm/s RMS,,10,,,MEAS,ok,,
CFE,A2,8,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M112.0 DB300,X17.0",SCA0_1E001SF,,,,,,,,,SF,ok,,SCA0_1E001PV
CFE,A2,8,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M136.0 DB300,X41.0",SCA0_1E001AH,,,,,,,,28,AH,ok,,SCA0_1E001PV
CFE,A2,8,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,1,IW390,"DB102,INT232",SCA0_1E002PV,"Vibration, base frame sensor 2",,4-20 mA,0-36 mm/s RMS,,10,,,MEAS,ok,,
CFE,A2,8,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M112.1 DB300,X17.1",SCA0_1E002SF,,,,,,,,,SF,ok,,SCA0_1E002PV
CFE,A2,8,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M136.1 DB300,X41.1",SCA0_1E002AH,,,,,,,,28,AH,ok,,SCA0_1E002PV
CFE,A2,8,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,2,IW392,"DB102,INT234",SCA0_1E003PV,"Vibration, base frame sensor 3",,4-20 mA,0-36 mm/s RMS,,10,,,MEAS,ok,,
CFE,A2,8,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M112.2 DB300,X17.2",SCA0_1E003SF,,,,,,,,,SF,ok,,SCA0_1E003PV
CFE,A2,8,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M136.2 DB300,X41.2",SCA0_1E003AH,,,,,,,,28,AH,ok,,SCA0_1E003PV
CFE,A2,8,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,3,IW394,"DB102,INT236",SCA0_1E004PV,"Vibration, base frame sensor 4",,4-20 mA,0-36 mm/s RMS,,10,,,MEAS,ok,,
CFE,A2,8,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M112.3 DB300,X17.3",SCA0_1E004SF,,,,,,,,,SF,ok,,SCA0_1E004PV
CFE,A2,8,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M136.3 DB300,X41.3",SCA0_1E004AH,,,,,,,,28,AH,ok,,SCA0_1E004PV
CFE,A2,8,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,4,IW396,"DB102,INT238",BAG0_1E005PV,"Vibration, generator sensor 1",,4-20 mA,0-36 mm/s RMS,,10,,,MEAS,ok,,
CFE,A2,8,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M112.4 DB300,X17.4",BAG0_1E005SF,,,,,,,,,SF,ok,,BAG0_1E005PV
CFE,A2,8,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M136.4 DB300,X41.4",BAG0_1E005AH,,,,,,,,22,AH,ok,,BAG0_1E005PV
CFE,A2,8,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,5,IW398,"DB102,INT240",BAG0_1E006PV,"Vibration, generator sensor 2",,4-20 mA,0-36 mm/s RMS,,10,,,MEAS,ok,,
CFE,A2,8,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M112.5 DB300,X17.5",BAG0_1E006SF,,,,,,,,,SF,ok,,BAG0_1E006PV
CFE,A2,8,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M136.5 DB300,X41.5",BAG0_1E006AH,,,,,,,,22,AH,ok,,BAG0_1E006PV
CFE,A2,8,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,6,IW400,"DB102,INT242",SHA0_1E007PV,"Vibration, turbocharger sensor 1",,4-20 mA,0-36 mm/s RMS,,10,,,MEAS,ok,,
CFE,A2,8,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M112.6 DB300,X17.6",SHA0_1E007SF,,,,,,,,,SF,ok,,SHA0_1E007PV
CFE,A2,8,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M136.6 DB300,X41.6",SHA0_1E007AH,,,,,,,,22,AH,ok,,SHA0_1E007PV
CFE,A2,8,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,7,IW402,"DB102,INT244",SHA0_1E008PV,"Vibration, turbocharger sensor 2",,4-20 mA,0-36 mm/s RMS,,10,,,MEAS,ok,,
CFE,A2,8,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M112.7 DB300,X17.7",SHA0_1E008SF,,,,,,,,,SF,ok,,SHA0_1E008PV
CFE,A2,8,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M136.7 DB300,X41.7",SHA0_1E008AH,,,,,,,,22,AH,ok,,SHA0_1E008PV
BJA,A1,1,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,0,IW420,"DB102,INT144",MOD0_1T121PV,Cooling water temp from LT by-pass,T121,Pt-100,0-160,°C,10,,,MEAS,ok,,
BJA,A1,1,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M106.5 DB300,X11.5",MOD0_1T121SF,,,,,,,,,SF,ok,,MOD0_1T121PV
BJA,A1,1,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,1,IW422,"DB102,INT146",MOD0_1T120PV,Cooling water temp from LT cooling,T120,Pt-100,0-80,°C,10,0.5,,MEAS,ok,,
BJA,A1,1,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M106.6 DB300,X11.6",MOD0_1T120SF,,,,,,,,,SF,ok,,MOD0_1T120PV
BJA,A1,1,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,2,IW424,"DB102,INT212",PCA0_1T014PV,"FO temp, return to mixing tank",T014,Pt-100,0-160,°C,10,,,MEAS,ok,,
BJA,A1,1,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M110.7 DB300,X15.7",PCA0_1T014SF,,,,,,,,,SF,ok,,PCA0_1T014PV
BJA,A1,1,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,3,IW426,"DB102,INT248",BJA0_1T010PV,Cabine temperature,T10,Pt-100,0-100,°C,10,,,MEAS,ok,,
BJA,A1,1,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M113.1 DB300,X16.1",BJA0_1T010SF,,,,,,,,,SF,ok,,BJA0_1T010PV
BJA,A1,1,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,4,IW428,"DB102,INT208",PCE0_1P001PV,LFO Pressure 1 after LFO pump,P001,4..20 mA,0-10,bar,10,,,MEAS,ok,,
BJA,A1,1,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M110.5 DB300,X15.5",PCE0_1P001SF,,,,,,,,,SF,ok,,PCE0_1P001PV
BJA,A1,1,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M134.5 DB300,X39.5",PCE0_1P001AH,,,,,,,,6,AH,ok,,PCE0_1P001PV
BJA,A1,1,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M209.0 DB300,X112.0",PCE0_1P001AL,,,,,,,,2.5,AL,ok,,PCE0_1P001PV
BJA,A1,1,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M190.0 DB300,X95.0",PCE0_1P001SDH,,,,,,,,7.5,SDH,ok,,PCE0_1P001PV
BJA,A1,1,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,5,IW430,"DB102,INT210",PCE0_1P002PV,LFO Pressure 2 after LFO pump,P002,4..20 mA,0-10,bar,10,,,MEAS,ok,,
BJA,A1,1,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M110.6 DB300,X15.6",PCE0_1P002SF,,,,,,,,,SF,ok,,PCE0_1P002PV
BJA,A1,1,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M134.6 DB300,X39.6",PCE0_1P002AH,,,,,,,,6,AH,ok,,PCE0_1P002PV
BJA,A1,1,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M209.1 DB300,X112.1",PCE0_1P002AL,,,,,,,,2.5,AL,ok,,PCE0_1P002PV
BJA,A1,1,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M190.1 DB300,X95.1",PCE0_1P002SDH,,,,,,,,7.5,SDH,ok,,PCE0_1P002PV
BJA,A1,1,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,6,IW432,"DB102,INT246",PCA0_1P013PV,FO mixing tank pressure,P013,4..20 mA,0-10,bar,10,,,MEAS,ok,,
BJA,A1,1,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M113.0 DB300,X16.0",PCA0_1P013SF,,,,,,,,,SF,ok,,PCA0_1P013PV
BJA,A1,2,Siemens 6ES7332-5HF00-0AB0; 8 channels; Analog output,0,QW420,,MOD0_1V001CV,LT-water  3-way valve control (4 mA=to rad),V001,4..20 mA,0-100,%,,,,,ok,,
BJA,A1,2,Siemens 6ES7332-5HF00-0AB0; 8 channels; Analog output,1,QW422,,MOD0_1V002CV,HT-water 3-way valve control (4 mA=to rad),V002,4..20 mA,0-100,%,,,,,ok,,
BJA,A1,3,Siemens 6ES7 322-1BL00-0AA0; 32 channels; 24VDC output,0,Q18.0,M18.0,BJA0_1D007RNG,Engine running indication,,DO,,,,,,OUT,ok,,
BJA,A1,3,Siemens 6ES7 322-1BL00-0AA0; 32 channels; 24VDC output,1,Q18.1,M18.1,SQA0_1M201RO,Prelube pump control,,DO,,,,,,OUT,ok,,
BJA,A1,3,Siemens 6ES7 322-1BL00-0AA0; 32 channels; 24VDC output,2,Q18.2,M18.2,PCA0_1M002RO,Clean leak fuel pump control,,DO,,,,,,OUT,ok,,
BJA,A1,3,Siemens 6ES7 322-1BL00-0AA0; 32 channels; 24VDC output,3,Q18.3,M18.3,PCA0_1V042CG,Dirty leak fuel pump control,,DO,,,,,,OUT,ok,,
BJA,A1,3,Siemens 6ES7 322-1BL00-0AA0; 32 channels; 24VDC output,4,Q18.4,M18.4,BJA0_1S013CG,Dirty leak pump running indication,,DO,,,,,,OUT,ok,,
BJA,A1,3,Siemens 6ES7 322-1BL00-0AA0; 32 channels; 24VDC output,5,Q18.5,M18.5,PCA0_1M001RO,Fuel booster pump control,,DO,,,,,,OUT,ok,,
BJA,A1,3,Siemens 6ES7 322-1BL00-0AA0; 32 channels; 24VDC output,10,Q19.2,M19.2,PCA0_1V007CG,FO safety shut-off valve control,,DO,,,,,,OUT,ok,,
BJA,A1,3,Siemens 6ES7 322-1BL00-0AA0; 32 channels; 24VDC output,13,Q19.5,M19.5,VDA0_1B001CG,Water preheater control,,DO,,,,,,OUT,ok,,
BJA,A1,3,Siemens 6ES7 322-1BL00-0AA0; 32 channels; 24VDC output,20,Q20.4,M20.4,NHC0_1V001CO,TCW unit water valve control,V001,DO,,,,,,OUT,ok,,
BJA,A1,3,Siemens 6ES7 322-1BL00-0AA0; 32 channels; 24VDC output,21,Q20.5,M20.5,NHC0_1V002CO,TCW unit turbine wash valve control,V002,DO,,,,,,OUT,ok,,
BJA,A1,3,Siemens 6ES7 322-1BL00-0AA0; 32 channels; 24VDC output,22,Q20.6,M20.6,NHC0_1V003CO,TCW unit air valve control,V003,DO,,,,,,OUT,ok,,
BJA,A1,3,Siemens 6ES7 322-1BL00-0AA0; 32 channels; 24VDC output,23,Q20.7,M20.7,NHC0_1V004CO,TCW unit comp. air wash valve control,V004,DO,,,,,,OUT,ok,,
BJA,A1,3,Siemens 6ES7 322-1BL00-0AA0; 32 channels; 24VDC output,24,Q21.0,M21.0,NHC0_1V005CO,TCW unit comp. air purge valve control,V005,DO,,,,,,OUT,ok,,
BJA,A1,3,Siemens 6ES7 322-1BL00-0AA0; 32 channels; 24VDC output,25,Q21.1,M21.1,NHC0_1V006CO,TCW unit charge air purge valve control,V006,DO,,,,,,OUT,NOT AVAILABLE OLD MODEL,,
BJA,A1,3,Siemens 6ES7 322-1BL00-0AA0; 32 channels; 24VDC output,26,Q21.2,,BJA0_1K191,Spare,,DO,,,,,,,,,
BJA,A1,3,Siemens 6ES7 322-1BL00-0AA0; 32 channels; 24VDC output,27,Q21.3,M21.3,PCA0_1M004RO,Fuel cooling pump control,,DO,,,,,,OUT,ok,,
BJA,A1,3,Siemens 6ES7 322-1BL00-0AA0; 32 channels; 24VDC output,29,Q21.5,M21.5,QBF0_1B001CG,Oil mist separator control,,DO,,,,,,OUT,ok,,
BJA,A1,3,Siemens 6ES7 322-1BL00-0AA0; 32 channels; 24VDC output,30,Q21.6,M21.6,BJL0_1S001IND,LFO feeder pump 1 running (lamp control),,DO,,,,,,OUT,ok,,
BJA,A1,3,Siemens 6ES7 322-1BL00-0AA0; 32 channels; 24VDC output,31,Q21.7,M21.7,BJL0_1S002IND,LFO feeder pump 2 running (lamp control),,DO,,,,,,OUT,ok,,
BJA,A1,4,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,0,I60.0,"M190.6 DB300,X95.6",BJA0_1S020ESG,Emergency stop BJA0_1,,NC,,,,,,EMG,ok,,
BJA,A1,4,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,1,I60.1,"M160.1 DB300,X65.1",BJA0_1F000AG,MCB open in BJA0_1,,NC,,,,,,ALM,ok,,
BJA,A1,4,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,2,I60.2,"M160.2 DB300,X65.2",BJA0_1F001AG,"Circuit breaker open, LV",,NO,,,,,,ALM,ok,,
BJA,A1,4,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,3,I60.3,"M160.3 DB300,X65.3",BJA0_1S027AG,Control voltage fault,,NC,,,,,,ALM,ok,,
BJA,A1,4,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,5,I60.5,"M160.5 DB300,X65.5",VDA0_1T001AH,Water preheater overheated,,NC,,,,,,ALM,ok,,
BJA,A1,4,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,6,I60.6,"M60.6 DB300,X185.6",PCA0_1L002INH,Clean leak fuel tank level high,,NC,,,,,,IND,ok,,
BJA,A1,4,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,7,I60.7,"M60.7 DB300,X185.7",PCA0_1L003INL,Clean leak fuel tank level low,,NC,,,,,,IND,ok,,
BJA,A1,4,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,8,I61.0,"M61.0 DB300,X184.0",PCA0_1L004INH,Dirty leak fuel tank level high,,NC,,,,,,IND,ok,,
BJA,A1,4,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,10,I61.2,"M161.2 DB300,X64.2",PCA0_1L001AL,FO mixing tank level low,,NC,,,,,,ALM,ok,,
BJA,A1,4,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,11,I61.3,"M161.3 DB300,X64.3",VDA0_1L001AL,Water preheater level low,,NC,,,,,,ALM,ok,,
BJA,A1,4,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,12,I61.4,"M61.4 DB300,X184.4",BJA0_1S002ACE,Prelube pump control switch in AUTO pos.,,NO,,,,,,IND,ok,,
BJA,A1,4,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,13,I61.5,"M61.5 DB300,X184.5",SCA0_1M201RNG,Prelube pump running,,NO,,,,,,IND,ok,,
BJA,A1,4,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,15,I61.7,"M61.7 DB300,X184.7",BJA0_1S011ACE,Fuel booster pump control switch in AUTO pos.,,NO,,,,,,IND,ok,,
BJA,A1,4,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,16,I62.0,"M62.0 DB300,X187.0",BJA0_1S011IN03,Fuel booster pump control switch in 1 pos.,,NO,,,,,,IND,ok,,
BJA,A1,4,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,17,I62.1,"M62.1 DB300,X187.1",PCA0_1M001RNG,Fuel booster pump running,,NO,,,,,,IND,ok,,
BJA,A1,4,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,18,I62.2,"M62.2 DB300,X187.2",VDA0_1M001RNG,Preheating circ. pump running,,NO,,,,,,IND,ok,,
BJA,A1,4,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,19,I62.3,"M62.3 DB300,X187.3",BJA0_1S012ACE,Clean leak fuel pump control switch in AUTO pos.,,NO,,,,,,IND,ok,,
BJA,A1,4,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,20,I62.4,"M62.4 DB300,X187.4",PCA0_1M002RNG,Clean leak fuel pump running,,NO,,,,,,IND,ok,,
BJA,A1,4,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,21,I62.5,"M62.5 DB300,X187.5",BJA0_1S013ACE,Dirty leak fuel pump control switch in AUTO pos.,,NO,,,,,,IND,ok,,
BJA,A1,4,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,22,I62.6,"M62.6 DB300,X187.6",BJA0_1S013IN03,Dirty leak fuel pump control switch in 1 pos.,,NO,,,,,,IND,ok,,
BJA,A1,4,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,28,I63.4,"M63.4 DB300,X186.4",PCA0_1V007OPN,Fuel oil safety shut off valve open,,NO,,,,,,IND,ok,,
BJA,A1,4,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,,,"M163.4 DB300,X66.4",PCA0_1V007AG,Fuel oil safety shut off valve pos. alarm,,,,,,,,ALM,ok,,PCA0_1V007OPN
BJA,A1,4,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,29,I63.5,"M63.5 DB300,X186.5",PCA0_1V007CLO,Fuel oil safety shut off valve open,,NO,,,,,,IND,ok,,
BJA,A1,4,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,30,I63.6,"M63.6 DB300,X186.6",BAG0_1B001RNG,Generator anticond. heaters ON,,NO,,,,,,IND,ok,,
BJA,A1,5,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,0,I64.0,"M164.0 DB300,X69.0",SCA0_1M782ING,Emergency stop turning gear indication,,NC,,,,,,ALM,ok,,
BJA,A1,5,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,1,I64.1,"M164.1 DB300,X69.1",BJN0_1S035AG,Lube oil separator common alarm,,NC,,,,,,ALM,ok,,
BJA,A1,5,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,2,I64.2,"M64.2 DB300,X189.2",QBB0_1M001RNG,Lube oil separator running,,NO,,,,,,IND,ok,,
BJA,A1,5,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,3,I64.3,"M64.3 DB300,X189.3",QBB0_1M002RNG,Lube oil separator feeder pump running,,NO,,,,,,IND,ok,,
BJA,A1,5,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,4,I64.4,"M64.4 DB300,X189.4",BLS0_1M001RNG,Oil mist separator FC running,,NO,,,,,,IND,ok,,
BJA,A1,5,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,5,I64.5,"M164.5 DB300,X69.5",BLS0_1S035AG,Oil mist separator FC fault,,NC,,,,,,ALM,ok,,
BJA,A1,5,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,10,I65.2,"M165.2 DB300,X68.2",PCA0_1P002AH,FO filter diff. pressure high,,NC,,,,,,ALM,ok,,
BJA,A1,5,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,12,I65.4,"M165.4 DB300,X68.4",VEA0_1L001AL,LT expansion vessel level low,,NO,,,,,,ALM,ok,,
BJA,A1,5,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,13,I65.5,"M165.5 DB300,X68.5",BLU0_1P001AH,Charge air filter diff. pressure high,,NC,,,,,,ALM,ok,,
BJA,A1,5,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,14,I65.6,"M165.6 DB300,X68.6",BLU0_1K001AG,Charge air filter rotation alarm,,NC,,,,,,ALM,ok,,
BJA,A1,5,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,16,I66.0,"M66.0 DB300,X191.0",BJL0_1S001ACE,LFO feed pump 1 control switch in AUTO pos.,,NO,,,,,,IND,ok,,
BJA,A1,5,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,17,I66.1,"M66.1 DB300,X191.1",BJL0_1S002ACE,LFO feed pump 2 control switch in AUTO pos.,,NO,,,,,,IND,ok,,
BJA,A1,5,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,18,I66.2,"M66.2 DB300,X191.2",PCE0_1V001CLO,LFO inlet valve 1 closed,,NO,,,,,,IND,ok,,
BJA,A1,5,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,,,"M166.2 DB300,X71.2",PCE0_1V001AG,LFO inlet valve 1 pos. alarm,,,,,,,,ALM,ok,,PCE0_1V001CLO
BJA,A1,5,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,19,I66.3,"M66.3 DB300,X191.3",PCE0_1V001OPN,LFO inlet valve 1 open,,NO,,,,,,IND,ok,,
BJA,A1,5,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,20,I66.4,"M66.4 DB300,X191.4",PCE0_1V002CLO,LFO inlet valve 2 closed,,NO,,,,,,IND,ok,,
BJA,A1,5,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,,,"M166.5 DB300,X71.5",PCE0_1V002AG,LFO inlet valve 2 pos. alarm,,,,,,,,ALM,ok,,PCE0_1V002CLO
BJA,A1,5,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,21,I66.5,"M66.5 DB300,X191.5",PCE0_1V002OPN,LFO inlet valve 2 open,,NO,,,,,,IND,ok,,
BJA,A1,5,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,22,I66.6,"M166.6 DB300,X71.6",BJL0_1S035AG,LFO feeder common alarm,,NC,,,,,,ALM,ok,,
BJA,A1,5,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,24,I67.0,"M67.0 DB300,X190.0",BJA0_1S004ACE,Fuel cooling pump control switch in AUTO pos.,,NO,,,,,,IND,ok,,
BJA,A1,5,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,25,I67.1,"M67.1 DB300,X190.1",PCA0_1M004RNG,Fuel cooling pump running,,NO,,,,,,IND,ok,,
BJA,A1,5,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,26,I67.2,"M167.2 DB300,X70.2",SQA0_0S001ALI,Oil mist detector failure,,NC,,,,,,ALM,oknot installed yet/simulated,,
