cabinet,rack,slot,module,channel,plc_address,wois_address,tag,description,sensor_code,sensor_type,range,unit,scale,deadband,limit,event,tested,note,derived_from
CFE,A1,4,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,0,IW116,"DB102,INT82",SCA0_1TE704PV,Main bearing 4 temp.,TE704,NiCrNi,0-160,°C,1,,,MEAS,ok,,
CFE,A1,4,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M102.6 DB300,X7.6",SCA0_1TE704SF,,,,,,,,,SF,ok,,SCA0_1TE704PV
CFE,A1,4,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M126.6 DB300,X31.6",SCA0_1TE704AH,,,,,,,,110+5s,AH,ok,,SCA0_1TE704PV
CFE,A1,4,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M218.4 DB300,X123.4",SCA0_1TE704LRH,,,,,,,,120+1s,LRH,ok,,SCA0_1TE704PV
CFE,A1,4,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M186.6 DB300,X91.6",SCA0_1TE704SDH,,,,,,,130+1s & 5+20s DEV,,SDH,ok,,SCA0_1TE704PV
CFE,A1,4,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,1,IW118,"DB102,INT84",SCA0_1TE705PV,Main bearing 5 temp.,TE705,NiCrNi,0-160,°C,1,,,MEAS,ok,,
CFE,A1,4,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M102.7 DB300,X7.7",SCA0_1TE705SF,,,,,,,,,SF,ok,,SCA0_1TE705PV
CFE,A1,4,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M126.7 DB300,X31.7",SCA0_1TE705AH,,,,,,,,110+5s,AH,ok,,SCA0_1TE705PV
CFE,A1,4,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M218.5 DB300,X123.5",SCA0_1TE705LRH,,,,,,,,120+1s,LRH,ok,,SCA0_1TE705PV
CFE,A1,4,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M186.7 DB300,X91.7",SCA0_1TE705SDH,,,,,,,130+1s & 5+20s DEV,,SDH,ok,,SCA0_1TE705PV
CFE,A1,4,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,2,IW120,"DB102,INT12",SCA0_1TE5071APV,Exh. gas temp. cyl. A7,TE5071A,NiCrNi,0-600,°C,1,,,MEAS,ok,,
CFE,A1,4,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M100.6 DB300,X5.6",SCA0_1TE5071ASF,,,,,,,,,SF,ok,,SCA0_1TE5071APV
CFE,A1,4,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,3,IW122,"DB102,INT14",SCA0_1TE5081APV,Exh. gas temp. cyl. A8,TE5081A,NiCrNi,0-600,°C,1,,,MEAS,ok,,
CFE,A1,4,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M100.7 DB300,X5.7",SCA0_1TE5081ASF,,,,,,,,,SF,ok,,SCA0_1TE5081APV
CFE,A1,4,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,4,IW124,"DB102,INT16",SCA0_1TE5091APV,Exh. gas temp. cyl. A9,TE5091A,NiCrNi,0-600,°C,1,,,MEAS,ok,,
CFE,A1,4,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M101.0 DB300,X4.0",SCA0_1TE5091ASF,,,,,,,,,SF,ok,,SCA0_1TE5091APV
CFE,A1,4,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,5,IW126,"DB102,INT476",SCA0_1TE5101APV,Exh. gas temp. cyl. A10,TE5101A,NiCrNi,0-600,°C,1,,,MEAS,ok,,
CFE,A1,4,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M122.3 DB300,X27.3",SCA0_1TE5101ASF,,,,,,,,,SF,ok,,SCA0_1TE5101APV
CFE,A1,4,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,6,IW128,"DB102,INT86",SCA0_1TE706PV,Main bearing 6 temp.,TE706,NiCrNi,0-160,°C,1,,,MEAS,ok,,
CFE,A1,4,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M103.0 DB300,X6.0",SCA0_1TE706SF,,,,,,,,,SF,ok,,SCA0_1TE706PV
CFE,A1,4,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M127.0 DB300,X30.0",SCA0_1TE706AH,,,,,,,,110+5s,AH,ok,,SCA0_1TE706PV
CFE,A1,4,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M218.6 DB300,X123.6",SCA0_1TE706LRH,,,,,,,,120+1s,LRH,ok,,SCA0_1TE706PV
CFE,A1,4,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M187.0 DB300,X90.0",SCA0_1TE706SDH,,,,,,,130+1s & 5+20s DEV,,SDH,ok,,SCA0_1TE706PV
CFE,A1,4,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,7,IW130,"DB102,INT88",SCA0_1TE707PV,Main bearing 7 temp.,TE707,NiCrNi,0-160,°C,1,,,MEAS,ok,,
CFE,A1,4,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M103.1 DB300,X6.1",SCA0_1TE707SF,,,,,,,,,SF,ok,,SCA0_1TE707PV
CFE,A1,4,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M127.1 DB300,X30.1",SCA0_1TE707AH,,,,,,,,110+5s,AH,ok,,SCA0_1TE707PV
CFE,A1,4,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M218.7 DB300,X123.7",SCA0_1TE707LRH,,,,,,,,120+1s,LRH,ok,,SCA0_1TE707PV
CFE,A1,4,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M187.1 DB300,X90.1",SCA0_1TE707SDH,,,,,,,130+1s & 5+20s DEV,,SDH,ok,,SCA0_1TE707PV
CFE,A1,5,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,0,IW132,"DB102,INT90",SCA0_1TE708PV,Main bearing 8 temp.,TE708,NiCrNi,0-160,°C,1,,,MEAS,ok,,
CFE,A1,5,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M103.2 DB300,X6.2",SCA0_1TE708SF,,,,,,,,,SF,ok,,SCA0_1TE708PV
CFE,A1,5,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M127.2 DB300,X30.2",SCA0_1TE708AH,,,,,,,,110+5s,AH,ok,,SCA0_1TE708PV
CFE,A1,5,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M219.0 DB300,X122.0",SCA0_1TE708LRH,,,,,,,,120+1s,LRH,ok,,SCA0_1TE708PV
CFE,A1,5,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M187.2 DB300,X90.2",SCA0_1TE708SDH,,,,,,,130+1s & 5+20s DEV,,SDH,ok,,SCA0_1TE708PV
CFE,A1,5,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,1,IW134,"DB102,INT92",SCA0_1TE709PV,Main bearing 9 temp.,TE709,NiCrNi,0-160,°C,1,,,MEAS,ok,,
CFE,A1,5,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M103.3 DB300,X6.3",SCA0_1TE709SF,,,,,,,,,SF,ok,,SCA0_1TE709PV
CFE,A1,5,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M127.3 DB300,X30.3",SCA0_1TE709AH,,,,,,,,110+5s,AH,ok,,SCA0_1TE709PV
CFE,A1,5,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M219.1 DB300,X122.1",SCA0_1TE709LRH,,,,,,,,120+1s,LRH,ok,,SCA0_1TE709PV
CFE,A1,5,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M187.3 DB300,X90.3",SCA0_1TE709SDH,,,,,,,130+1s & 5+20s DEV,,SDH,ok,,SCA0_1TE709PV
CFE,A1,5,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,2,IW136,"DB102,INT94",SCA0_1TE710PV,Main bearing 10 temp.,TE710,NiCrNi,0-160,°C,1,,,MEAS,ok,,
CFE,A1,5,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M103.4 DB300,X6.4",SCA0_1TE710SF,,,,,,,,,SF,ok,,SCA0_1TE710PV
CFE,A1,5,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M127.4 DB300,X30.4",SCA0_1TE710AH,,,,,,,,110+5s,AH,ok,,SCA0_1TE710PV
CFE,A1,5,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M219.2 DB300,X122.2",SCA0_1TE710LRH,,,,,,,,120+1s,LRH,ok,,SCA0_1TE710PV
CFE,A1,5,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M187.4 DB300,X90.4",SCA0_1TE710SDH,,,,,,,130+1s & 5+20s DEV,,SDH,ok,,SCA0_1TE710PV
CFE,A1,5,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,3,IW138,"DB102,INT508",SCA0_1TE711PV,Main bearing 11 temp.,TE711,NiCrNi,0-160,°C,1,,,MEAS,ok,,
CFE,A1,5,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M123.5 DB300,X26.5",SCA0_1TE711SF,,,,,,,,,SF,ok,,SCA0_1TE711PV
CFE,A1,5,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M178.4 DB300,X83.4",SCA0_1TE711AH,,,,,,,,110+5s,AH,ok,,SCA0_1TE711PV
CFE,A1,5,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M219.3 DB300,X122.3",SCA0_1TE711LRH,,,,,,,,120+1s,LRH,ok,,SCA0_1TE711PV
CFE,A1,5,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M199.7 DB300,X102.7",SCA0_1TE711SDH,,,,,,,130+1s & 5+20s DEV,,SDH,ok,,SCA0_1TE711PV
CFE,A1,5,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,4,IW140,"DB102,INT18",SCA0_1TE5011BPV,Exh. gas temp. cyl. B1,TE5011B,NiCrNi,0-600,°C,1,,,MEAS,ok,,
CFE,A1,5,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M101.1 DB300,X4.1",SCA0_1TE5011BSF,,,,,,,,,SF,ok,,SCA0_1TE5011BPV
CFE,A1,5,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,5,IW142,"DB102,INT20",SCA0_1TE5021BPV,Exh. gas temp. cyl. B2,TE5021B,NiCrNi,0-600,°C,1,,,MEAS,ok,,
CFE,A1,5,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M101.2 DB300,X4.2",SCA0_1TE5021BSF,,,,,,,,,SF,ok,,SCA0_1TE5021BPV
CFE,A1,5,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,6,IW144,"DB102,INT22",SCA0_1TE5031BPV,Exh. gas temp. cyl. B3,TE5031B,NiCrNi,0-600,°C,1,,,MEAS,ok,,
CFE,A1,5,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M101.3 DB300,X4.3",SCA0_1TE5031BSF,,,,,,,,,SF,ok,,SCA0_1TE5031BPV
CFE,A1,5,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,7,IW146,"DB102,INT74",SCA0_1TE700PV,Main bearing 0 temp.,TE700,NiCrNi,0-160,°C,1,,,MEAS,ok,,
CFE,A1,5,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M102.2 DB300,X7.2",SCA0_1TE700SF,,,,,,,,,SF,ok,,SCA0_1TE700PV
CFE,A1,5,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M126.2 DB300,X31.2",SCA0_1TE700AH,,,,,,,,110+5s,AH,ok,,SCA0_1TE700PV
CFE,A1,5,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M218.0 DB300,X123.0",SCA0_1TE700LRH,,,,,,,,120+1s,LRH,ok,,SCA0_1TE700PV
CFE,A1,5,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M186.2 DB300,X91.2",SCA0_1TE700SDH,,,,,,,130+1s & 5+20s DEV,,SDH,ok,,SCA0_1TE700PV
CFE,A1,6,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,0,IW148,"DB102,INT24",SCA0_1TE5041BPV,Exh. gas temp. cyl. B4,TE5041B,NiCrNi,0-600,°C,1,,,MEAS,ok,,
CFE,A1,6,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M101.4 DB300,X4.4",SCA0_1TE5041BSF,,,,,,,,,SF,ok,,SCA0_1TE5041BPV
CFE,A1,6,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,1,IW150,"DB102,INT26",SCA0_1TE5051BPV,Exh. gas temp. cyl. B5,TE5051B,NiCrNi,0-600,°C,1,,,MEAS,ok,,
CFE,A1,6,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M101.5 DB300,X4.5",SCA0_1TE5051BSF,,,,,,,,,SF,ok,,SCA0_1TE5051BPV
CFE,A1,6,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,2,IW152,"DB102,INT28",SCA0_1TE5061BPV,Exh. gas temp. cyl. B6,TE5061B,NiCrNi,0-600,°C,1,,,MEAS,ok,,
CFE,A1,6,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M101.6 DB300,X4.6",SCA0_1TE5061BSF,,,,,,,,,SF,ok,,SCA0_1TE5061BPV
CFE,A1,6,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,3,IW154,"DB102,INT76",SCA0_1TE701PV,Main bearing 1 temp.,TE701,NiCrNi,0-160,°C,1,,,MEAS,ok,,
CFE,A1,6,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M102.3 DB300,X7.3",SCA0_1TE701SF,,,,,,,,,SF,ok,,SCA0_1TE701PV
CFE,A1,6,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M126.3 DB300,X31.3",SCA0_1TE701AH,,,,,,,,110+5s,AH,ok,,SCA0_1TE701PV
CFE,A1,6,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M218.1 DB300,X123.1",SCA0_1TE701LRH,,,,,,,,120+1s,LRH,ok,,SCA0_1TE701PV
CFE,A1,6,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M186.3 DB300,X91.3",SCA0_1TE701SDH,,,,,,,130+1s & 5+20s DEV,,SDH,ok,,SCA0_1TE701PV
CFE,A1,6,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,4,IW156,"DB102,INT30",SCA0_1TE5071BPV,Exh. gas temp. cyl. B7,TE5071B,NiCrNi,0-600,°C,1,,,MEAS,ok,,
CFE,A1,6,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M101.7 DB300,X4.7",SCA0_1TE5071BSF,,,,,,,,,SF,ok,,SCA0_1TE5071BPV
CFE,A1,6,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,5,IW158,"DB102,INT32",SCA0_1TE5081BPV,Exh. gas temp. cyl. B8,TE5081B,NiCrNi,0-600,°C,1,,,MEAS,ok,,
CFE,A1,6,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M102.0 DB300,X7.0",SCA0_1TE5081BSF,,,,,,,,,SF,ok,,SCA0_1TE5081BPV
CFE,A1,6,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,6,IW160,"DB102,INT34",SCA0_1TE5091BPV,Exh. gas temp. cyl. B9,TE5091B,NiCrNi,0-600,°C,1,,,MEAS,ok,,
CFE,A1,6,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M102.1 DB300,X7.1",SCA0_1TE5091BSF,,,,,,,,,SF,ok,,SCA0_1TE5091BPV
CFE,A1,6,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,7,IW162,"DB102,INT478",SCA0_1TE5101BPV,Exh. gas temp. cyl. B10,TE5101B,NiCrNi,0-600,°C,1,,,MEAS,ok,,
CFE,A1,6,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M122.4 DB300,X27.4",SCA0_1TE5101BSF,,,,,,,,,SF,ok,,SCA0_1TE5101BPV
CFE,A1,7,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,0,IW164,"DB102,INT182",SCA0_1TE511PV,Exh. gas temp. TC A inlet,TE511,NiCrNi,0-750,°C,1,5,,MEAS,ok,,
CFE,A1,7,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M109.0 DB300,X12.0",SCA0_1TE511SF,,,,,,,,,SF,ok,,SCA0_1TE511PV
CFE,A1,7,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M133.0 DB300,X36.0",SCA0_1TE511AH,,,,,,,,580+10s,AH,ok,,SCA0_1TE511PV
CFE,A1,7,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M189.5 DB300,X92.5",SCA0_1TE511SDH,,,,,,,,600+30s,SDH,ok,,SCA0_1TE511PV
CFE,A1,7,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,1,IW166,"DB102,INT186",SCA0_1TE517PV,Exh. gas temp. TC A outlet,TE517,NiCrNi,0-750,°C,1,5,,MEAS,ok,,
CFE,A1,7,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M109.2 DB300,X12.2",SCA0_1TE517SF,,,,,,,,,SF,ok,,SCA0_1TE517PV
CFE,A1,7,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M133.2 DB300,X36.2",SCA0_1TE517AH,,,,,,,,450+30s,AH,ok,,SCA0_1TE517PV
CFE,A1,7,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M190.7 DB300,X95.7",SCA0_1TE517SDH,,,,,,,,500+30s,SDH,ok,,SCA0_1TE517PV
CFE,A1,7,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,2,IW168,"DB102,INT184",SCA0_1TE521PV,Exh. gas temp. TC B inlet,TE521,NiCrNi,0-750,°C,1,5,,MEAS,ok,,
CFE,A1,7,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M109.1 DB300,X12.1",SCA0_1TE521SF,,,,,,,,,SF,ok,,SCA0_1TE521PV
CFE,A1,7,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M133.1 DB300,X36.1",SCA0_1TE521AH,,,,,,,,580+10s,AH,ok,,SCA0_1TE521PV
CFE,A1,7,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M189.6 DB300,X92.6",SCA0_1TE521SDH,,,,,,,,600+30s,SDH,ok,,SCA0_1TE521PV
CFE,A1,7,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,3,IW170,"DB102,INT188",SCA0_1TE527PV,Exh. gas temp. TC B outlet,TE527,NiCrNi,0-750,°C,1,5,,MEAS,ok,,
CFE,A1,7,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M109.3 DB300,X12.3",SCA0_1TE527SF,,,,,,,,,SF,ok,,SCA0_1TE527PV
CFE,A1,7,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M133.3 DB300,X36.3",SCA0_1TE527AH,,,,,,,,450+30s,AH,ok,,SCA0_1TE527PV
CFE,A1,7,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M191.0 DB300,X94.0",SCA0_1TE527SDH,,,,,,,,500+30s,SDH,ok,,SCA0_1TE527PV
CFE,A1,7,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,4,IW172,"DB102,INT368",SCA0_1TE7011APV,Cylinder liner temp. cyl. A1 sensor 1,TE7011A,NiCrNi,0-200,°C,1,,,MEAS,ok,,
CFE,A1,7,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M115.5 DB300,X18.5",SCA0_1TE7011ASF,,,,,,,,,SF,ok,,SCA0_1TE7011APV
CFE,A1,7,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M170.2 DB300,X75.2",SCA0_1TE7011AAH,,,,,,,,160+5s,AH,ok,,SCA0_1TE7011APV
CFE,A1,7,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M191.2 DB300,X94.2",SCA0_1TE7011ASDH,,,,,,,,180+1s,SDH,ok,,SCA0_1TE7011APV
CFE,A1,7,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,5,IW174,"DB102,INT404",SCA0_1TE7012APV,Cylinder liner temp. cyl. A1 sensor 2,TE7012A,NiCrNi,0-200,°C,1,,,MEAS,ok,,
CFE,A1,7,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M117.7 DB300,X20.7",SCA0_1TE7012ASF,,,,,,,,,SF,ok,,SCA0_1TE7012APV
CFE,A1,7,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M172.4 DB300,X77.4",SCA0_1TE7012AAH,,,,,,,,160+5s,AH,ok,,SCA0_1TE7012APV
CFE,A1,7,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M193.4 DB300,X96.4",SCA0_1TE7012ASDH,,,,,,,,180+1s,SDH,ok,,SCA0_1TE7012APV
CFE,A1,7,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,6,IW176,"DB102,INT370",SCA0_1TE7021APV,Cylinder liner temp. cyl. A2 sensor 1,TE7021A,NiCrNi,0-200,°C,1,,,MEAS,ok,,
CFE,A1,7,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M115.6 DB300,X18.6",SCA0_1TE7021ASF,,,,,,,,,SF,ok,,SCA0_1TE7021APV
CFE,A1,7,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M170.3 DB300,X75.3",SCA0_1TE7021AAH,,,,,,,,160+5s,AH,ok,,SCA0_1TE7021APV
CFE,A1,7,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M191.3 DB300,X94.3",SCA0_1TE7021ASDH,,,,,,,,180+1s,SDH,ok,,SCA0_1TE7021APV
CFE,A1,7,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,7,IW178,"DB102,INT406",SCA0_1TE7022APV,Cylinder liner temp. cyl. A2 sensor 2,TE7022A,NiCrNi,0-200,°C,1,,,MEAS,ok,,
CFE,A1,7,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M118.0 DB300,X23.0",SCA0_1TE7022ASF,,,,,,,,,SF,ok,,SCA0_1TE7022APV
CFE,A1,7,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M172.5 DB300,X77.5",SCA0_1TE7022AAH,,,,,,,,160+5s,AH,ok,,SCA0_1TE7022APV
CFE,A1,7,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M193.5 DB300,X96.5",SCA0_1TE7022ASDH,,,,,,,,180+1s,SDH,ok,,SCA0_1TE7022APV
CFE,A1,8,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,0,IW180,"DB102,INT372",SCA0_1TE7031APV,Cylinder liner temp. cyl. A3 sensor 1,TE7031A,NiCrNi,0-200,°C,1,,,MEAS,ok,,
CFE,A1,8,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M115.7 DB300,X18.7",SCA0_1TE7031ASF,,,,,,,,,SF,ok,,SCA0_1TE7031APV
CFE,A1,8,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M170.4 DB300,X75.4",SCA0_1TE7031AAH,,,,,,,,160+5s,AH,ok,,SCA0_1TE7031APV
CFE,A1,8,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M191.4 DB300,X94.4",SCA0_1TE7031ASDH,,,,,,,,180+1s,SDH,ok,,SCA0_1TE7031APV
CFE,A1,8,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,1,IW182,"DB102,INT408",SCA0_1TE7032APV,Cylinder liner temp. cyl. A3 sensor 2,TE7032A,NiCrNi,0-200,°C,1,,,MEAS,ok,,
CFE,A1,8,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M118.1 DB300,X23.1",SCA0_1TE7032ASF,,,,,,,,,SF,ok,,SCA0_1TE7032APV
CFE,A1,8,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M172.6 DB300,X77.6",SCA0_1TE7032AAH,,,,,,,,160+5s,AH,ok,,SCA0_1TE7032APV
CFE,A1,8,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M193.6 DB300,X96.6",SCA0_1TE7032ASDH,,,,,,,,180+1s,SDH,ok,,SCA0_1TE7032APV
CFE,A1,8,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,2,IW184,"DB102,INT374",SCA0_1TE7041APV,Cylinder liner temp. cyl. A4 sensor 1,TE7041A,NiCrNi,0-200,°C,1,,,MEAS,ok,,
CFE,A1,8,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M116.0 DB300,X21.0",SCA0_1TE7041ASF,,,,,,,,,SF,ok,,SCA0_1TE7041APV
CFE,A1,8,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M170.5 DB300,X75.5",SCA0_1TE7041AAH,,,,,,,,160+5s,AH,ok,,SCA0_1TE7041APV
CFE,A1,8,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M191.5 DB300,X94.5",SCA0_1TE7041ASDH,,,,,,,,180+1s,SDH,ok,,SCA0_1TE7041APV
CFE,A1,8,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,3,IW186,"DB102,INT410",SCA0_1TE7042APV,Cylinder liner temp. cyl. A4 sensor 2,TE7042A,NiCrNi,0-200,°C,1,,,MEAS,ok,,
CFE,A1,8,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M118.2 DB300,X23.2",SCA0_1TE7042ASF,,,,,,,,,SF,ok,,SCA0_1TE7042APV
CFE,A1,8,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M172.7 DB300,X77.7",SCA0_1TE7042AAH,,,,,,,,160+5s,AH,ok,,SCA0_1TE7042APV
